salsify:id,salsify:name,salsify:data_type,salsify:is_facetable,salsify:attribute_group,salsify:position,salsify:help_text,salsify:searchable,salsify:manage_permissions,salsify:manage_permissions,salsify:manage_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:type,salsify:formula,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:entity_types,salsify:entity_types,salsify:entity_types,belk:enrichment_attribute,belk:role,dw:is_custom_attribute,dw:priority,dw:source_level,dw:xml_level,dw:xml_level,dw:xml_path
iphL6,iphL6,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
parent_id,parent_id,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,Sample Management User,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
swatch_images,swatch_images,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,Sample Management User,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
PET-source,PET Source,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
CopyWorkflowStatus,CopyWorkflowStatus,enumerated,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Vendor Images - C - imagePath,Vendor Images - C - imagePath,digital_asset,Yes,VendorImages,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Image Status,Image Status,enumerated,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Item Status,Item Status,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Shot Type Notes,Shot Type Notes,string,Yes,Notes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Product Data Task Initiated,Product Data Task Initiated,boolean,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Content & Image Complete,Content & Image Complete,boolean,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Creative Check,Creative Check,boolean,Yes,RR Donnelley,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
image_metadata,image_metadata,string,Yes,VendorImages,,,Yes,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Digital assets,,,,,,,,,,
Can Art Director Complete Task?,Can Art Director Complete Task?,boolean,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Art Director Notes,Art Director Notes,rich_text,Yes,Notes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Ready for Review for AD,Ready for Review for AD,boolean,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
searchable-flag,searchable-flag,string,Yes,Global Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
tax-class-id,Tax Class ID,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
skuOrin,SKU Orin,string,Yes,Product Attributes,,,Yes,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
isGiftBoxEligible,isGiftBoxEligible,string,Yes,Global Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,isGiftBoxEligible
sourcedDomestically,sourcedDomestically,string,Yes,Global Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,sourcedDomestically
directShipFlag,Direct Ship Flag,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
nrfSizeCode,NRF Size Code,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,SKU,,,,,,
refinementColor,refinementColor,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,SKU,Yes,,sku,sku,,refinementColor
nrfColorCode,NRF Color Code,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,SKU,,,,,,
deptName,deptName,string,Yes,Global Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,base,master,il,deptName
rrd_workflow_status,rrd_workflow_status,string,Yes,RR Donnelley,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Images - D - imagePath,Vendor Images - D - imagePath,digital_asset,Yes,VendorImages,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Vendor Images - E - imagePath,Vendor Images - E - imagePath,digital_asset,Yes,VendorImages,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Vendor Images - F - imagePath,Vendor Images - F - imagePath,digital_asset,Yes,VendorImages,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Vendor Images - SW - imagePath,Vendor Images - SW - imagePath,digital_asset,Yes,VendorImages,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Images - G - imagePath,Vendor Images - G - imagePath,digital_asset,Yes,VendorImages,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Vendor Images - J - imagePath,Vendor Images - J - imagePath,digital_asset,Yes,VendorImages,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
AssignedTo,AssignedTo,enumerated,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Copy Task Assinged To,Copy Task Assinged To,enumerated,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
tmp photo for copy,tmp photo for copy,digital_asset,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
sku_images_updated,sku_images_updated,boolean,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,CopyWriter,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Read Only,Sample Admin,Viewers,Products,,,,,,,,,,
High_Value_Status,High_Value_Status,string,Yes,UDA,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,base,master,sku,High_Value_Status
Copy Approval State,Copy Approval State,boolean,Yes,Workflow Properties,,Select 'Yes' to approve and 'No' to reject,No,Copy User,CopyAdmin,,Art Director Admins,ArtDirectors,PIP Admin,Product Data Administrator,Sample Admin,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Max_Buy_Quantity,Max_Buy_Quantity,string,Yes,UDA,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,Max_Buy_Quantity
skuActiveStartDate,skuActiveStartDate,string,Yes,UDA,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
refinementSubSize,refinementSubSize,string,Yes,SKU Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,refinementSubSize
Copy Approval Notes,Copy Approval Notes,string,Yes,Notes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
conversionFlag,conversionFlag,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,base,master,,conversionFlag
supplierDirectFulfillment,supplierDirectFulfillment,string,Yes,Global Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,base,master,,supplierDirectFulfillment
Skin_Type,Skin_Type,string,Yes,IPH Info,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
is searchable,Is Searchable?,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
is GiftBox Eligible,Is Gift Box Eligible?,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Refinement SubSize,Refinement SubSize,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - C - shotType,Scene7 Images - C - shotType,string,Yes,Scene 7 Images,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,CopyWriter,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Read Only,Sample Admin,Viewers,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - C - mainImage,Scene7 Images - C - mainImage,html,Yes,Scene7 Images C,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - C - swatchImage,Scene7 Images - C - swatchImage,digital_asset,Yes,Scene 7 Images,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,CopyWriter,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Read Only,Sample Admin,Viewers,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - C - viewerImage,Scene7 Images - C - viewerImage,digital_asset,Yes,Scene 7 Images,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,CopyWriter,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Read Only,Sample Admin,Viewers,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - D - shotType,Scene7 Images - D - shotType,string,Yes,Scene 7 Images,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,CopyWriter,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Read Only,Sample Admin,Viewers,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - D - mainImage,Scene7 Images - D - mainImage,html,Yes,Scene7 Images D,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - D - swatchImage,Scene7 Images - D - swatchImage,digital_asset,Yes,Scene 7 Images,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,CopyWriter,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Read Only,Sample Admin,Viewers,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - D - viewerImage,Scene7 Images - D - viewerImage,digital_asset,Yes,Scene 7 Images,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,CopyWriter,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Read Only,Sample Admin,Viewers,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - E - shotType,Scene7 Images - E - shotType,string,Yes,Scene 7 Images,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,CopyWriter,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Read Only,Sample Admin,Viewers,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - E - mainImage,Scene7 Images - E - mainImage,html,Yes,Scene7 Images E,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - E - swatchImage,Scene7 Images - E - swatchImage,digital_asset,Yes,Scene 7 Images,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,CopyWriter,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Read Only,Sample Admin,Viewers,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - E - viewerImage,Scene7 Images - E - viewerImage,digital_asset,Yes,Scene 7 Images,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,CopyWriter,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Read Only,Sample Admin,Viewers,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Contains Hazardous Material,Contains Hazardous Material,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Scene7 Images - A - swatchImage URL,Scene7 Images - A - swatchImage URL,link,Yes,Scene7 Images A,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 images - A - viewerImage URL,Scene7 images - A - viewerImage URL,link,Yes,Scene 7 Images,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,CopyWriter,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Read Only,Sample Admin,Viewers,property,,,,,,,,,,,,,,,,,,,,,,,,,
PIP Image Approved?,PIP Image Approved?,boolean,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
pip_workflow_status,pip_workflow_status,enumerated,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,Sample Management User,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
PIP User Rejection Notes,PIP User Rejection Notes,rich_text,Yes,Notes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Link to Request Sample Image,Link to Request Sample Image,link,Yes,Workflow Properties,,"Optionally, you may add an image to 'tmp photo for copy'",No,,,,,,,,,,,,,,,,,computed_property,"IF(  OR(    AND(EQUALS(VALUE(""ImageAssetSource""),""Initiated""),PARENT_ID()),    AND(EQUALS(VALUE(""ImageAssetSource""),""Sample Management""),PARENT_ID())),      CONCATENATE(""https://customer-belk-qa.herokuapp.com/rrd?product_id="",PARENT_ID()),null)",,,,,,,,,,,,,,,,,,,,,,,,
RRD Notes,RRD Notes,rich_text,Yes,RR Donnelley,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Parent Product,Parent Product,string,Yes,Copy Attributes,18,,No,,,,,,,,,,,,,,,,,computed_property,PARENT_ID(),,,,,,,,,,,,,,,,,,,,,,,,
Scene7 Images - A - mainImage URL,Scene7 Images - A - mainImage URL,link,Yes,Scene7 Images A,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - A - viewerImage URL,Scene7 Images - A - viewerImage URL,link,Yes,Scene7 Images A,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - B - mainImage URL,Scene7 Images - B - mainImage URL,link,Yes,Scene7 Images B,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - B - swatchImage URL,Scene7 Images - B - swatchImage URL,link,Yes,Scene7 Images B,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - B - viewerImage URL,Scene7 Images - B - viewerImage URL,link,Yes,Scene7 Images B,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - C - mainImage URL,Scene7 Images - C - mainImage URL,link,Yes,Scene7 Images C,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - C - swatchImage URL,Scene7 Images - C - swatchImage URL,link,Yes,Scene7 Images C,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - C - viewerImage URL,Scene7 Images - C - viewerImage URL,link,Yes,Scene7 Images C,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - D - mainImage URL,Scene7 Images - D - mainImage URL,link,Yes,Scene7 Images D,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - D - swatchImage URL,Scene7 Images - D - swatchImage URL,link,Yes,Scene7 Images D,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - D - viewerImage URL,Scene7 Images - D - viewerImage URL,link,Yes,Scene7 Images D,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - E - mainImage URL,Scene7 Images - E - mainImage URL,link,Yes,Scene7 Images E,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - E - swatchImage URL,Scene7 Images - E - swatchImage URL,link,Yes,Scene7 Images E,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - E - viewerImage URL,Scene7 Images - E - viewerImage URL,link,Yes,Scene7 Images E,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Product Copy Name,Product Copy Name,string,Yes,Copy Attributes,1,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,0,base,master,,display-name
Turn-In Date,Turn-In Date,date,Yes,Samples Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
GWP,GWP,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Care,Care,enumerated,Yes,Product Attributes,5,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Material,Material,string,Yes,Product Attributes,4,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Closure Type,Closure Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Neckline,Neckline,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Pockets,Pockets,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Sleeve Length,Sleeve Length,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Pattern,Pattern,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Logo,Logo,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Fly Design,Fly Design,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Is 2 Weeks past Turn-In?,Is 2 Weeks past Turn-In?,boolean,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,computed_property,"IF(GT(TODAY(),ADD(VALUE('Turn-In Date'),14)),'Yes','No')",,,,,,,,,,,,,,,,,,,,,,,,
CA Prop 65 Compliant,CA Prop 65 Compliant,boolean,Yes,Copy Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,base,master,,copyCAProp65Compliant
ImportDomestic,Import/Domestic,string,Yes,Product Attributes,14,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Type,Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Copy Material,Material,string,Yes,Copy Attributes,17,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Copy Care,Care,enumerated,Yes,Copy Attributes,16,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Dimensions,Dimensions,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Vendor Image Failed,Vendor Image Failed,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
GXS_PDU_Content_Per_Consumer_Package,GXS_PDU_Content_Per_Consumer_Package,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,GXS_PDU_Content_Per_Consumer_Package
GXS_PDU_Consumer_Package_Length,GXS_PDU_Consumer_Package_Length,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,GXS_PDU_Consumer_Package_Length
GXS_PDU_Consumer_Package_Height,GXS_PDU_Consumer_Package_Height,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,GXS_PDU_Consumer_Package_Height
GXS_PDU_Consumer_Package_Width,GXS_PDU_Consumer_Package_Width,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,GXS_PDU_Consumer_Package_Width
GXS_PDU_Lead_Time,GXS_PDU_Lead_Time,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,GXS_PDU_Lead_Time
GXS_PDU_Available_Date,GXS_PDU_Available_Date,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,GXS_PDU_Available_Date
Gender,Gender,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Closure,Closure,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Number_of_Front_Internal_Pockets,Number_of_Front_Internal_Pockets,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Leg Style,Leg Style,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
GXS_PDU_Consumer_Package_Volume,GXS_PDU_Consumer_Package_Volume,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,GXS_PDU_Consumer_Package_Volume
GXS_PDU_Brand_Type,GXS_PDU_Brand_Type,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,GXS_PDU_Brand_Type
GXS_PDU_Harmonized_Tariff_Schedule,GXS_PDU_Harmonized_Tariff_Schedule,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,GXS_PDU_Harmonized_Tariff_Schedule
GXS_PDU_Special_Item_Code,GXS_PDU_Special_Item_Code,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,GXS_PDU_Special_Item_Code
Length,Length,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Number of Stones,Number of Stones,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Bridal,Bridal,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Set,Set,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Sleeve Type,Sleeve Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Fit,Fit,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Weight,Weight,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Frame Type,Frame Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Sweater Style,Sweater Style,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Skirt_Type,Skirt_Type,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
featuresAndBenefits,featuresAndBenefits,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,base,master,sku,featuresAndBenefits
Adjustable_Straps,Adjustable_Straps,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Control Level,Control Level,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
NFL,NFL,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Coat_Type,Coat_Type,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
